"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","3","6","0","0","0","0","2","0","11","0","COUNTY TRANSFER - OUT","12","7","0","0","0","1","5","0","25"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","2","1","1","0","0","0","1","0","5"
"ELDERLY / DISABLED","2","2","0","0","0","0","1","0","5","0","DEATH NOTICE","21","11","0","0","0","1","2","1","36"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","1","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","43","34","0","0","8","0","29","0","114","17","MOVED OUT OF STATE","3","8","0","0","0","0","0","0","11"
"NVRA BY MAIL","0","1","0","0","1","0","0","0","2","0","OTHER","5","0","0","0","0","0","2","0","7"
"OTHER MEANS","1","1","0","0","0","0","1","0","3","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","141","156","5","0","0","3","90","8","403"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","49","44","0","0","9","0","33","0","135","17","TOTAL","184","183","6","0","0","5","101","9","488"
