"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","1","BOARD ACTION","4","0","0","0","0","0","1","0","5"
"BY MAIL","133","30","2","0","7","0","39","2","213","33","COUNTY TRANSFER - OUT","356","61","1","0","2","2","51","1","474"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","13","2","0","0","0","0","2","0","17"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","4","0","0","0","0","0","0","0","4"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","440","82","4","0","18","2","144","3","693","185","MOVED OUT OF STATE","106","37","5","0","2","1","36","0","187"
"NVRA BY MAIL","1","0","0","0","0","0","0","0","1","2","OTHER","21","2","0","0","1","0","1","0","25"
"OTHER MEANS","12","3","0","0","2","0","2","1","20","14","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","4,295","690","25","0","10","7","849","17","5,893"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","588","115","6","0","27","2","185","6","929","235","TOTAL","4,800","792","31","0","15","10","940","18","6,606"
