"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","1","0","1","71","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","80","29","0","0","5","2","27","1","144","159","COUNTY TRANSFER-OUT","242","98","3","0","3","2","79","8","435"
"DESIGNATED STATE AGENCIES","23","4","0","0","0","0","4","0","31","6","CRIMINAL CONVICTION","41","10","2","0","0","1","11","1","66"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","2","DEATH NOTICE","6","5","0","0","0","0","0","0","11"
"FROM ANOTHER BOARD","4","1","0","0","0","0","2","0","7","7","DUPLICATE","17","6","0","0","0","0","12","0","35"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","0","1","24","MAIL VERIFICATION (NVRA)","73","38","0","0","1","0","45","2","159"
"IN PERSON","1","2","1","0","0","0","0","0","4","8","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","646","203","5","0","97","2","227","4","1,184","722","MOVED OUT OF STATE","43","49","1","0","2","2","25","1","123"
"NVRA BY MAIL","19","5","1","0","1","1","8","0","35","3","OTHER","8","4","0","0","0","0","8","0","20"
"OTHER MEANS","7","3","1","0","0","0","3","0","14","1,019","VOTER REQUEST","3","0","0","0","0","0","1","0","4"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","454","172","5","0","1","6","136","5","779"
"SOCIAL SERVICES","1","0","0","0","0","0","0","0","1","16","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","782","247","8","0","103","5","272","5","1,422","2,037","TOTAL","887","382","11","0","7","11","317","17","1,632"
