"Somerset","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","3","4","0","0","0","0","2","0","9","0","COUNTY TRANSFER - OUT","7","4","0","0","0","0","3","0","14"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","2","0","0","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","4","2","0","0","0","0","0","0","6"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","1","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","8","17","3","0","2","0","5","0","35","2","MOVED OUT OF STATE","0","1","0","0","0","0","1","0","2"
"NVRA BY MAIL","0","1","0","0","0","0","1","0","2","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","12","23","3","0","2","0","8","0","48","2","TOTAL","13","7","0","0","0","0","4","0","24"
