"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","17","27","0","0","1","1","5","0","51","1","COUNTY TRANSFER - OUT","50","23","1","0","1","0","17","3","95"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","0","1","1","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","20","14","0","0","0","1","1","0","36"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","1","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","2","0","0","0","0","0","0","2","0","MAIL VERIFICATION (NVRA)","51","59","0","0","0","1","30","1","142"
"IN PERSON","0","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","123","123","1","0","37","1","85","2","372","20","MOVED OUT OF STATE","32","27","0","0","1","0","11","0","71"
"NVRA BY MAIL","4","4","0","0","1","0","0","0","9","0","OTHER","4","9","0","0","4","1","1","0","19"
"OTHER MEANS","21","27","0","0","4","2","8","0","62","2","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","18","17","0","0","1","0","14","0","50"
"SOCIAL SERVICES","0","1","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","6","8","1","0","1","0","6","1","23","0","","","","","","","","","",""
"TOTAL","172","192","2","0","44","4","104","3","521","24","TOTAL","175","150","1","0","7","3","74","4","414"
