"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","1","0","0","1","0","0","0","3","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","89","50","2","0","6","0","33","1","181","20","COUNTY TRANSFER - OUT","135","101","0","0","1","0","64","0","301"
"DESIGNATED STATE AGENCIES","3","0","0","0","0","0","1","0","4","0","CRIMINAL CONVICTION","7","5","0","0","0","0","6","0","18"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","233","119","0","0","0","1","36","0","389"
"FROM ANOTHER BOARD","5","0","0","1","0","0","0","0","6","0","DUPLICATE","11","7","0","0","1","0","1","0","20"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","875","701","12","0","2","5","538","1","2,134"
"IN PERSON","3","1","0","0","0","0","1","0","5","0","MENTAL INCOMPETENCY","0","1","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","489","307","3","2","84","6","229","4","1,124","152","MOVED OUT OF STATE","64","65","2","0","1","3","48","0","183"
"NVRA BY MAIL","5","8","0","0","1","0","3","0","17","4","OTHER","6","2","0","0","1","0","5","0","14"
"OTHER MEANS","2","0","0","0","0","0","2","0","4","3","VOTER REQUEST","0","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","89","89","3","0","0","3","68","1","253"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","1","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","597","368","5","3","92","6","269","5","1,345","179","TOTAL","1,420","1,091","17","0","6","12","766","2","3,314"
