"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","26","9","0","0","4","2","41","24","BOARD ACTION","1","0","0","0","0","0","1"
"BY MAIL","369","159","3","4","153","21","709","189","CONFIRMATION MAIL","10","3","0","0","1","0","14"
"DESIGNATED STATE AGENCIES","19","3","1","1","7","0","31","10","COUNTY TRANSFER - OUT","3,196","1,289","30","47","1,410","35","6,007"
"ELDERLY / DISABLED","12","4","0","0","1","0","17","2","CRIMINAL CONVICTION","194","54","0","2","62","1","313"
"FROM ANOTHER BOARD","19","10","0","0","6","1","36","22","DEATH NOTICE","4,785","2,047","6","14","651","68","7,571"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","DUPLICATE","163","57","0","0","47","10","277"
"IN PERSON","45","31","0","1","25","1","103","14","MAIL VERIFICATION (NVRA)","1,632","506","8","17","580","26","2,769"
"MOTOR VEHICLE ADMINISTRATION","7506","3616","46","159","4303","78","15,708","1,382","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"NVRA BY MAIL","87","52","1","0","40","3","183","13","MOVED OUT OF STATE","332","314","1","8","205","7","867"
"ONLINE REGISTRATION","1208","657","7","15","309","8","2,204","66","OTHER","29","14","3","0","20","2","68"
"OTHER MEANS","111","62","0","1","66","2","242","201","VOTER REQUEST","0","7","0","0","3","0","10"
"RECRUITING","0","1","0","0","0","0","1","2","","","","","","","","0"
"SOCIAL SERVICES","18","8","0","0","20","0","46","29","","","","","","","",""
"VOLUNTEER","161","35","1","1","55","6","259","0","","","","","","","",""
"TOTAL","9,581","4,647","59","182","4,989","122","19,580","1,954","TOTAL","10,342","4,291","48","88","2,979","149","17,897"
