"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","3","0","0","0","6","0","12","1","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","24","8","0","0","0","11","1","44","17","COUNTY TRANSFER - OUT","62","18","0","0","0","20","0","100"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","1","0","3","20","CRIMINAL CONVICTION","2","1","0","0","0","0","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","66","30","0","0","0","14","1","111"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","1","0","DUPLICATE","6","3","0","0","0","6","0","15"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","25","23","0","0","0","34","1","83"
"IN PERSON","3","0","0","0","0","1","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","97","39","1","0","2","50","0","189","45","MOVED OUT OF STATE","2","6","0","0","0","2","0","10"
"NVRA BY MAIL","1","1","0","0","0","1","0","3","0","OTHER","4","0","0","0","0","0","0","4"
"OTHER MEANS","4","5","0","0","0","5","1","15","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","1","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","1","0","1","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","135","56","1","0","2","76","2","272","83","TOTAL","167","82","0","0","0","76","2","327"
