"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","1","1","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","111","52","1","0","4","49","2","219","83","COUNTY TRANSFER - OUT","99","50","1","0","1","38","1","190"
"DESIGNATED STATE AGENCIES","4","0","0","0","0","3","0","7","12","CRIMINAL CONVICTION","12","4","0","0","0","2","0","18"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","1","0","DEATH NOTICE","1","0","0","0","0","2","0","3"
"FROM ANOTHER BOARD","0","3","0","0","0","0","0","3","0","DUPLICATE","6","5","0","0","0","2","0","13"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","360","224","3","0","2","205","2","796"
"IN PERSON","1","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","215","124","1","2","2","178","3","525","44","MOVED OUT OF STATE","38","20","0","0","0","25","1","84"
"NVRA BY MAIL","7","2","0","0","0","3","0","12","0","OTHER","1","1","0","0","0","1","0","3"
"OTHER MEANS","56","16","0","0","0","12","3","87","26","VOTER REQUEST","1","1","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","23","4","0","0","0","7","0","34"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","396","197","2","2","6","245","8","856","166","TOTAL","541","309","4","0","3","282","4","1,143"
