"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","9","13","0","0","0","7","0","29","1","COUNTY TRANSFER - OUT","17","18","0","1","0","3","1","40"
"DESIGNATED STATE AGENCIES","2","2","0","0","0","1","0","5","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","43","30","0","0","0","10","2","85"
"FROM ANOTHER BOARD","5","3","0","0","0","0","0","8","2","DUPLICATE","0","3","0","0","0","0","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","8","6","0","0","1","3","0","18"
"IN PERSON","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","34","39","1","0","0","29","0","103","5","MOVED OUT OF STATE","1","2","0","0","0","2","1","6"
"NVRA BY MAIL","2","1","0","0","0","2","0","5","0","OTHER","1","1","0","0","0","0","0","2"
"OTHER MEANS","0","0","0","0","0","1","0","1","2","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","21","15","0","0","0","10","0","46"
"SOCIAL SERVICES","0","1","0","0","0","3","0","4","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","52","59","1","0","0","43","0","155","10","TOTAL","92","75","0","1","1","28","4","201"
