"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","4","11","0","0","0","3","0","18","1","COUNTY TRANSFER - OUT","13","9","0","0","0","11","1","34"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","1","0","1","0","CRIMINAL CONVICTION","2","0","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","21","10","0","0","0","6","2","39"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","1","2","0","0","0","1","1","5"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","220","182","2","0","4","139","6","553"
"IN PERSON","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","40","39","0","0","1","40","0","120","0","MOVED OUT OF STATE","2","1","0","0","0","1","0","4"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","1","0","1"
"SOCIAL SERVICES","1","0","0","0","0","0","0","1","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","45","50","0","0","1","44","0","140","1","TOTAL","259","204","2","0","4","159","10","638"
