"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","92","47","0","0","2","11","0","152","0","COUNTY TRANSFER - OUT","37","31","0","0","0","22","1","91"
"DESIGNATED STATE AGENCIES","9","0","0","0","0","1","0","10","0","CRIMINAL CONVICTION","6","4","0","0","0","2","0","12"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","103","62","0","0","0","8","0","173"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","4","0","0","0","0","0","0","4"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","3","1","0","0","0","0","1","5"
"IN PERSON","1","1","0","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","106","86","1","0","5","92","1","291","17","MOVED OUT OF STATE","19","16","0","0","0","7","1","43"
"NVRA BY MAIL","5","3","1","0","0","4","0","13","2","OTHER","2","0","0","0","0","1","0","3"
"OTHER MEANS","0","0","0","0","0","1","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","15","11","0","0","0","8","0","34"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","213","137","2","0","7","109","1","469","19","TOTAL","189","125","0","0","0","48","3","365"
