"Dorchester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","2","0","0","0","0","2","0","4","0","COUNTY TRANSFER - OUT","3","3","0","0","0","2","0","8"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","0","0","2","0","CRIMINAL CONVICTION","1","1","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","17","9","0","0","0","1","0","27"
"FROM ANOTHER BOARD","2","0","0","0","0","0","0","2","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","55","38","1","0","0","23","2","119"
"IN PERSON","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","15","14","0","0","0","14","0","43","6","MOVED OUT OF STATE","4","2","0","0","0","0","0","6"
"NVRA BY MAIL","2","2","0","0","1","0","0","5","2","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","2","0","0","0","0","0","0","2","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","0","0","0","0","0","0","2"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","25","16","0","0","1","16","0","58","8","TOTAL","82","53","1","0","0","26","2","164"
