"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","0","0","0","0","0","0","2","0","BOARD ACTION","0","0","0","0","0","2","0","2"
"BY MAIL","8","7","0","0","0","4","0","19","10","COUNTY TRANSFER - OUT","21","16","0","0","0","13","2","52"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","2","0","0","0","1","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","75","42","0","0","0","5","1","123"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","1","2","DUPLICATE","3","2","0","0","0","0","0","5"
"PROVISIONAL BALLOT","1","1","0","0","0","0","0","2","1","MAIL VERIFICATION (NVRA)","500","174","7","0","5","197","14","897"
"IN PERSON","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","64","36","0","0","2","34","0","136","48","MOVED OUT OF STATE","0","5","0","0","0","4","0","9"
"NVRA BY MAIL","3","1","0","0","0","2","0","6","0","OTHER","2","1","0","0","0","1","0","4"
"OTHER MEANS","3","2","0","0","0","4","0","9","6","VOTER REQUEST","3","0","0","0","0","0","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","3","1","0","0","0","1","0","5","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","84","49","0","0","2","45","0","180","67","TOTAL","605","242","7","0","5","223","17","1,099"
