"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","24","24","0","0","0","11","0","59","9","COUNTY TRANSFER - OUT","26","29","1","0","1","18","0","75"
"DESIGNATED STATE AGENCIES","1","2","0","0","0","1","0","4","0","CRIMINAL CONVICTION","1","2","0","0","0","1","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","43","39","1","2","0","15","0","100"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","1","1","DUPLICATE","1","2","0","0","0","0","0","3"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","2","3","0","0","0","1","0","6","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","49","64","1","0","1","60","0","175","35","MOVED OUT OF STATE","5","13","0","0","0","5","0","23"
"NVRA BY MAIL","1","2","0","0","0","1","0","4","0","OTHER","0","0","0","0","0","2","0","2"
"OTHER MEANS","7","9","0","0","0","1","0","17","2","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","234","362","5","0","4","150","4","759"
"SOCIAL SERVICES","2","0","0","0","0","0","0","2","1","","","","","","","","",""
"VOLUNTEER","3","3","0","0","0","2","0","8","0","","","","","","","","",""
"TOTAL","91","107","1","0","1","77","0","277","48","TOTAL","310","447","7","2","5","191","4","966"
