"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","7","3","0","0","0","6","0","16","8","BOARD ACTION","3","1","0","0","0","5","1","10"
"BY MAIL","1,256","458","6","0","9","418","9","2,156","1,014","COUNTY TRANSFER - OUT","2,175","741","9","1","13","620","28","3,587"
"DESIGNATED STATE AGENCIES","167","27","0","0","2","42","1","239","64","CRIMINAL CONVICTION","61","25","0","0","0","14","0","100"
"ELDERLY / DISABLED","5","0","0","0","0","3","0","8","11","DEATH NOTICE","2,289","778","2","2","3","197","43","3,314"
"FROM ANOTHER BOARD","28","15","0","0","0","4","1","48","67","DUPLICATE","693","135","5","0","1","121","27","982"
"PROVISIONAL BALLOT","2","1","0","0","0","0","0","3","111","MAIL VERIFICATION (NVRA)","5,447","3,027","57","0","59","2,586","199","11,375"
"IN PERSON","20","15","0","0","0","15","0","50","27","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","4,037","1,647","26","4","45","2,340","35","8,134","1,041","MOVED OUT OF STATE","794","501","6","0","7","383","13","1,704"
"NVRA BY MAIL","96","54","3","1","2","69","1","226","17","OTHER","90","29","1","0","1","51","2","174"
"OTHER MEANS","406","196","7","0","2","214","11","836","7,457","VOTER REQUEST","7","3","0","0","0","2","0","12"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","732","447","6","0","5","259","20","1,469"
"SOCIAL SERVICES","45","7","0","0","2","32","0","86","33","","","","","","","","",""
"VOLUNTEER","3","3","0","0","0","4","0","10","1","","","","","","","","",""
"TOTAL","6,072","2,426","42","5","62","3,147","58","11,812","9,851","TOTAL","12,291","5,687","86","3","89","4,238","333","22,727"
