"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","40","15","0","0","6","2","63","83","BOARD ACTION","0","0","0","0","1","0","1"
"BY MAIL","965","509","7","12","479","41","2,013","1,035","CONFIRMATION MAIL","6","1","0","0","1","0","8"
"DESIGNATED STATE AGENCIES","112","39","0","0","41","2","194","44","COUNTY TRANSFER - OUT","4,114","1,842","27","49","1,746","51","7,829"
"ELDERLY / DISABLED","3","2","0","0","0","0","5","3","CRIMINAL CONVICTION","52","14","0","1","12","0","79"
"FROM ANOTHER BOARD","35","20","0","0","9","2","66","26","DEATH NOTICE","2,491","997","4","15","353","39","3,899"
"PROVISIONAL BALLOT","1","0","0","0","0","0","1","3","DUPLICATE","17","4","0","0","7","0","28"
"IN PERSON","86","56","0","1","39","3","185","20","MAIL VERIFICATION (NVRA)","5","3","0","0","0","0","8"
"MOTOR VEHICLE ADMINISTRATION","6541","3050","58","142","4110","33","13,934","1,249","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"NVRA BY MAIL","90","68","0","3","68","4","233","20","MOVED OUT OF STATE","649","555","6","6","316","10","1,542"
"ONLINE REGISTRATION","649","348","10","10","313","15","1,345","66","OTHER","94","15","1","2","60","0","172"
"OTHER MEANS","379","48","0","5","140","3","575","361","VOTER REQUEST","12","8","1","0","4","0","25"
"RECRUITING","0","1","0","0","0","0","1","0","","","","","","","","0"
"SOCIAL SERVICES","38","6","0","0","34","0","78","23","","","","","","","",""
"VOLUNTEER","60","33","0","3","32","0","128","0","","","","","","","",""
"TOTAL","8,999","4,195","75","176","5,271","105","18,821","2,933","TOTAL","7,440","3,439","39","73","2,500","100","13,591"
