"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","18","8","0","0","5","0","31","38","BOARD ACTION","0","0","0","0","6","0","6"
"BY MAIL","3,256","1,214","16","30","1,100","47","5,663","453","COUNTY TRANSFER - OUT","4,384","1,288","31","40","1,211","58","7,012"
"DESIGNATED STATE AGENCIES","12","13","0","0","9","2","36","4","CRIMINAL CONVICTION","21","8","0","0","7","0","36"
"ELDERLY / DISABLED","65","17","1","0","48","3","134","10","DEATH NOTICE","553","242","1","0","71","11","878"
"FROM ANOTHER BOARD","89","42","0","1","29","3","164","17","DUPLICATE","30","9","1","0","13","1","54"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","2","MAIL VERIFICATION (NVRA)","2,649","842","12","7","783","112","4,405"
"IN PERSON","101","120","1","0","52","1","275","25","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","5,525","2,755","48","75","3,700","53","12,156","1,620","MOVED OUT OF STATE","423","368","3","5","221","5","1,025"
"NVRA BY MAIL","182","204","1","1","116","4","508","37","OTHER","47","26","1","1","49","0","124"
"OTHER MEANS","492","172","2","7","177","11","861","1,060","VOTER REQUEST","6","6","0","0","4","0","16"
"RECRUITING","4","1","0","0","1","0","6","0","CONFIRMATION MAIL","18","4","0","0","6","0","28"
"SOCIAL SERVICES","90","14","0","0","39","1","144","18","","","","","","","",""
"VOLUNTEER","55","36","0","1","19","1","112","2","","","","","","","",""
"TOTAL","9,889","4,596","69","115","5,295","126","20,090","3,286","TOTAL","8,131","2,793","49","53","2,371","187","13,584"
