"Talbot","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","14","10","0","0","5","0","29","1","COUNTY TRANSFER - OUT","7","13","1","0","8","0","29"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","63","59","0","0","19","2","143"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","7","9","0","0","1","0","17"
"IN PERSON","0","6","0","0","2","0","8","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","18","20","0","1","22","1","62","1","MOVED OUT OF STATE","1","2","0","0","1","0","4"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","0","0","0","0","0","0","0"
"OTHER MEANS","0","1","0","0","0","0","1","25","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","2","1","0","0","1","0","4","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","34","38","0","1","30","1","104","27","TOTAL","78","83","1","0","29","2","193"
