"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","26","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","8","29","0","0","10","0","47","11","COUNTY TRANSFER - OUT","40","37","0","0","24","0","101"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","1","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","13","10","0","0","3","0","26"
"FROM ANOTHER BOARD","0","1","0","0","0","0","1","1","DUPLICATE","0","0","0","0","1","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","2","0","0","1","0","3"
"IN PERSON","1","3","0","0","1","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","58","65","1","1","64","2","191","52","MOVED OUT OF STATE","7","6","0","0","5","0","18"
"NVRA BY MAIL","2","4","0","0","1","0","7","2","OTHER","0","1","0","0","0","0","1"
"OTHER MEANS","0","1","0","0","1","0","2","20","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","1","1","0","0","0","0","2","0","","","","","","","",""
"TOTAL","70","104","1","1","77","2","255","113","TOTAL","60","56","0","0","34","0","150"
