"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","8","12","0","0","8","1","29","13","COUNTY TRANSFER - OUT","49","34","1","0","19","1","104"
"DESIGNATED STATE AGENCIES","0","0","0","0","2","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","11","17","0","0","2","0","30"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","40","37","0","0","33","0","110"
"IN PERSON","0","3","0","0","0","0","3","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","78","86","2","2","80","1","249","39","MOVED OUT OF STATE","1","3","0","0","0","0","4"
"NVRA BY MAIL","3","15","0","0","7","0","25","3","OTHER","0","1","1","0","4","0","6"
"OTHER MEANS","3","4","0","1","1","0","9","4","VOTER REQUEST","0","1","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","2","2","0","0","0","0","4","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","94","122","2","3","98","2","321","60","TOTAL","101","93","2","0","58","1","255"
