"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","29","57","1","1","22","3","113","14","COUNTY TRANSFER - OUT","39","65","1","0","35","2","142"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","1","0","1","0","DEATH NOTICE","3","0","0","0","0","0","3"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","2","0","0","0","3","0","5"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","20","46","2","0","19","0","87"
"IN PERSON","1","9","0","0","2","0","12","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","54","137","1","1","114","0","307","52","MOVED OUT OF STATE","10","20","0","0","6","2","38"
"NVRA BY MAIL","10","14","0","0","8","0","32","3","OTHER","0","0","0","0","0","0","0"
"OTHER MEANS","1","2","0","0","0","0","3","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","3","0","0","0","0","0","3","0","","","","","","","",""
"VOLUNTEER","2","5","0","0","0","0","7","0","","","","","","","",""
"TOTAL","101","224","2","2","147","3","479","70","TOTAL","74","131","3","0","63","4","275"
