"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","5","1","0","0","2","0","8","2","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","143","40","3","0","77","6","269","59","COUNTY TRANSFER - OUT","337","107","5","2","114","0","565"
"DESIGNATED STATE AGENCIES","1","2","0","0","1","0","4","0","CRIMINAL CONVICTION","2","0","0","0","1","0","3"
"ELDERLY / DISABLED","3","0","0","0","1","0","4","1","DEATH NOTICE","5","1","0","0","1","0","7"
"FROM ANOTHER BOARD","2","1","0","0","2","0","5","1","DUPLICATE","3","1","0","0","1","0","5"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","662","170","2","2","238","3","1,077"
"IN PERSON","12","1","0","0","3","0","16","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","582","181","4","14","480","4","1,265","170","MOVED OUT OF STATE","160","68","1","1","86","0","316"
"NVRA BY MAIL","0","2","0","0","1","0","3","1","OTHER","1","2","0","0","0","0","3"
"OTHER MEANS","265","64","0","4","64","5","402","111","VOTER REQUEST","0","0","0","0","2","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","1"
"SOCIAL SERVICES","3","1","0","0","2","0","6","2","","","","","","","",""
"VOLUNTEER","0","1","0","0","0","0","1","0","","","","","","","",""
"TOTAL","1,016","294","7","18","633","15","1,983","348","TOTAL","1,171","349","8","5","443","3","1,979"
