"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","2","0","0","0","0","2","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","63","29","0","0","25","1","118","25","COUNTY TRANSFER - OUT","67","31","1","2","17","0","118"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","5","2","0","0","1","0","8"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","1","1","0","0","0","0","2","0","DUPLICATE","3","1","0","0","0","0","4"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","9","14","0","0","5","0","28","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","193","49","1","1","80","1","325","33","MOVED OUT OF STATE","40","37","0","0","19","1","97"
"NVRA BY MAIL","5","1","0","0","0","0","6","0","OTHER","2","0","0","0","1","0","3"
"OTHER MEANS","4","4","0","0","4","0","12","1","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","3","0","0","0","4","0","7","1","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","1","","","","","","","",""
"TOTAL","278","100","1","1","118","2","500","64","TOTAL","118","71","1","2","38","1","231"
