"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","16","31","0","0","21","0","68","1","COUNTY TRANSFER - OUT","17","19","0","0","4","0","40"
"DESIGNATED STATE AGENCIES","0","0","0","0","1","0","1","0","CRIMINAL CONVICTION","1","1","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","4","1","0","0","1","0","6"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","2","1","0","0","0","0","3"
"IN PERSON","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","29","42","1","1","40","0","113","17","MOVED OUT OF STATE","2","4","0","0","1","0","7"
"NVRA BY MAIL","1","3","0","0","1","0","5","1","OTHER","0","0","0","0","0","0","0"
"OTHER MEANS","0","1","0","0","1","0","2","26","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","5","1","0","0","1","0","7"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","46","77","1","1","64","0","189","45","TOTAL","31","27","0","0","7","0","65"
