"Queen Anne's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","7","31","0","1","15","1","55","5","COUNTY TRANSFER - OUT","19","11","0","2","11","0","43"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","1","1","0","0","0","0","2","1","DUPLICATE","0","0","0","0","1","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","32","55","0","1","35","0","123"
"IN PERSON","0","6","0","0","0","0","6","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","30","45","0","0","29","0","104","4","MOVED OUT OF STATE","1","3","0","0","0","0","4"
"NVRA BY MAIL","1","0","0","0","0","0","1","0","OTHER","0","0","0","0","0","0","0"
"OTHER MEANS","11","6","0","0","10","0","27","14","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","50","89","0","1","54","1","195","26","TOTAL","52","69","0","3","47","0","171"
