"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","135","108","0","4","85","3","335","43","COUNTY TRANSFER - OUT","199","85","2","2","79","2","369"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","1","0","CRIMINAL CONVICTION","2","1","0","0","1","0","4"
"ELDERLY / DISABLED","5","9","1","0","17","1","33","0","DEATH NOTICE","1","1","0","0","0","0","2"
"FROM ANOTHER BOARD","2","3","0","0","0","2","7","3","DUPLICATE","0","0","0","0","2","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","18","5","0","0","3","1","27"
"IN PERSON","7","4","0","0","1","0","12","4","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","316","150","4","3","224","4","701","122","MOVED OUT OF STATE","14","13","1","1","9","1","39"
"NVRA BY MAIL","2","2","0","0","2","0","6","0","OTHER","9","8","0","0","6","0","23"
"OTHER MEANS","27","15","0","0","17","2","61","32","VOTER REQUEST","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","1","","","","","","","",""
"TOTAL","495","291","5","7","346","12","1,156","205","TOTAL","243","113","3","3","101","4","467"
