"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","2","0","0","0","1","0","3","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","32","26","0","0","0","17","1","76","0","COUNTY TRANSFER - OUT","33","24","0","0","0","5","0","62"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","1","0","2","0","CRIMINAL CONVICTION","2","0","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","5","4","0","0","0","0","0","9"
"FROM ANOTHER BOARD","1","1","0","0","0","0","0","2","1","DUPLICATE","3","0","0","0","0","0","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","1","7","0","0","0","1","0","9","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","30","26","0","0","0","22","1","79","7","MOVED OUT OF STATE","3","1","0","0","1","2","0","7"
"NVRA BY MAIL","3","12","0","0","0","1","0","16","0","OTHER","0","1","0","0","0","0","0","1"
"OTHER MEANS","0","0","0","0","0","0","0","0","3","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","0","0","0","0","0","0","1","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","69","74","0","0","0","43","2","188","11","TOTAL","46","30","0","0","1","7","0","84"
