"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","2","0","2","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","21","45","0","0","1","23","1","91","16","COUNTY TRANSFER - OUT","23","22","2","0","1","16","0","64"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","1","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","11","14","0","0","0","3","0","28"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","1","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","6","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","11","18","0","0","0","2","0","31","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","64","65","2","0","1","70","0","202","38","MOVED OUT OF STATE","3","7","1","0","0","6","0","17"
"NVRA BY MAIL","3","6","0","0","0","2","0","11","2","OTHER","1","0","0","0","0","2","0","3"
"OTHER MEANS","0","1","0","0","0","1","0","2","2","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","3","3","0","0","0","4","0","10","0","","","","","","","","",""
"VOLUNTEER","3","4","0","0","0","7","0","14","0","","","","","","","","",""
"TOTAL","106","142","2","0","2","112","1","365","65","TOTAL","38","43","3","0","1","28","0","113"
