"Allegany","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","1","0","0","0","0","0","2","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","10","16","0","0","0","6","0","32","4","COUNTY TRANSFER - OUT","18","16","1","0","0","6","1","42"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","0","2","0","CRIMINAL CONVICTION","1","2","0","0","0","1","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","4","5","0","0","0","0","0","9"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","2","6","0","1","0","1","0","10","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","29","39","1","0","3","37","0","109","11","MOVED OUT OF STATE","1","4","0","0","0","3","0","8"
"NVRA BY MAIL","0","6","0","0","0","2","0","8","2","OTHER","0","1","0","0","0","0","0","1"
"OTHER MEANS","0","1","0","0","0","0","0","1","0","VOTER REQUEST","0","2","0","0","0","1","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","2","1","0","0","0","0","0","3","1","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","45","71","1","1","3","46","0","167","19","TOTAL","24","30","1","0","0","11","1","67"
