"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","12","3","0","0","0","1","0","16","4","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","39","98","0","1","2","36","3","179","13","COUNTY TRANSFER - OUT","64","76","1","0","0","33","2","176"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","3","0","0","0","4","0","7"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","35","23","0","0","0","3","0","61"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","1","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","3","1","0","0","0","0","0","4","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","12","44","0","0","1","14","0","71","5","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","43","67","1","0","0","47","0","158","30","MOVED OUT OF STATE","13","12","0","0","0","7","1","33"
"NVRA BY MAIL","4","5","0","0","0","8","1","18","2","OTHER","1","1","0","0","0","1","0","3"
"OTHER MEANS","1","4","0","0","0","0","0","5","1","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","1","0","0","0","0","0","1","0","","","","","","","","",""
"VOLUNTEER","6","13","0","0","0","6","0","25","0","","","","","","","","",""
"TOTAL","120","236","1","1","3","112","4","477","57","TOTAL","113","115","1","0","0","48","3","280"
