"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","7","3","0","0","0","4","0","14","9","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","114","142","1","0","2","95","0","354","17","COUNTY TRANSFER - OUT","107","81","0","0","1","56","2","247"
"DESIGNATED STATE AGENCIES","4","2","0","0","0","3","0","9","0","CRIMINAL CONVICTION","6","3","0","0","0","0","0","9"
"ELDERLY / DISABLED","1","1","0","0","0","1","0","3","1","DEATH NOTICE","3","0","0","0","0","0","0","3"
"FROM ANOTHER BOARD","0","1","0","0","0","1","0","2","2","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","16","9","0","0","0","2","0","27","3","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","23","16","0","0","0","14","0","53","0","MENTAL INCOMPETENCY","0","1","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","165","171","3","0","6","158","1","504","27","MOVED OUT OF STATE","35","41","1","0","0","21","0","98"
"NVRA BY MAIL","29","38","0","0","0","24","1","92","7","OTHER","1","2","0","0","0","7","0","10"
"OTHER MEANS","10","16","1","0","1","9","0","37","12","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","8","5","0","0","0","6","0","19","1","","","","","","","","",""
"VOLUNTEER","11","22","0","0","1","10","0","44","0","","","","","","","","",""
"TOTAL","388","426","5","0","10","327","2","1,158","79","TOTAL","152","128","1","0","1","84","2","368"
