"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","29","13","0","0","0","10","1","53","16","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","467","478","1","1","5","280","2","1,234","129","COUNTY TRANSFER - OUT","369","222","6","0","4","145","1","747"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","1","0","1","4","DEATH NOTICE","344","207","0","0","0","58","0","609"
"FROM ANOTHER BOARD","14","6","0","0","0","2","0","22","1","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","33","13","1","0","0","7","1","55","178","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","25","29","0","0","0","15","0","69","23","MENTAL INCOMPETENCY","1","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","461","315","4","0","14","340","2","1,136","158","MOVED OUT OF STATE","59","78","0","0","0","44","0","181"
"NVRA BY MAIL","21","34","0","1","3","29","0","88","9","OTHER","1","0","0","0","0","1","0","2"
"OTHER MEANS","15","8","0","0","0","11","0","34","16","VOTER REQUEST","0","3","0","0","0","1","0","4"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","1","0","0","0","0","0","1"
"SOCIAL SERVICES","6","1","0","0","0","1","0","8","3","","","","","","","","",""
"VOLUNTEER","7","9","0","0","0","8","0","24","0","","","","","","","","",""
"TOTAL","1,079","907","6","2","22","704","6","2,726","537","TOTAL","774","511","6","0","4","249","1","1,545"
