"Somerset","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","9","1","0","0","0","1","1","12","0","COUNTY TRANSFER - OUT","42","8","0","0","0","3","0","53"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","0","0","2","0","CRIMINAL CONVICTION","0","1","0","0","0","1","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","8","13","0","0","0","1","0","22"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","2","2","0","0","0","0","0","4","0","MAIL VERIFICATION (NVRA)","126","41","0","0","0","5","0","172"
"IN PERSON","2","4","0","0","0","1","0","7","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","12","8","0","0","0","6","1","27","1","MOVED OUT OF STATE","2","0","0","0","0","0","0","2"
"NVRA BY MAIL","3","2","0","0","0","1","0","6","0","OTHER","14","0","0","0","0","4","0","18"
"OTHER MEANS","2","1","0","0","0","0","0","3","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","92","1","0","0","0","14","1","108","0","","","","","","","","",""
"TOTAL","125","19","0","0","0","23","3","170","1","TOTAL","193","63","0","0","0","14","0","270"
