"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","35","13","0","0","0","9","0","57","43","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","842","256","3","2","3","436","8","1,550","391","COUNTY TRANSFER - OUT","598","201","3","0","2","212","1","1,017"
"DESIGNATED STATE AGENCIES","8","3","0","0","0","0","0","11","0","CRIMINAL CONVICTION","5","0","0","0","0","1","0","6"
"ELDERLY / DISABLED","3","0","0","0","0","0","0","3","13","DEATH NOTICE","123","51","0","0","0","26","0","200"
"FROM ANOTHER BOARD","7","3","0","0","0","0","0","10","15","DUPLICATE","3","1","0","0","0","1","0","5"
"PROVISIONAL BALLOT","46","10","1","0","0","9","0","66","101","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","78","17","0","0","0","28","0","123","314","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","1,013","308","6","0","21","769","12","2,129","471","MOVED OUT OF STATE","128","52","1","1","1","69","0","252"
"NVRA BY MAIL","5","1","0","0","0","0","0","6","0","OTHER","15","3","0","0","1","7","0","26"
"OTHER MEANS","30","5","0","0","0","7","0","42","67","VOTER REQUEST","4","1","0","0","0","0","0","5"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","3","0","3"
"SOCIAL SERVICES","2","0","0","0","0","2","0","4","1","","","","","","","","",""
"VOLUNTEER","92","27","0","0","4","60","0","183","0","","","","","","","","",""
"TOTAL","2,161","643","10","2","28","1,320","20","4,184","1,416","TOTAL","876","309","4","1","4","319","1","1,514"
