"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","8","10","0","0","0","3","0","21","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","80","94","0","0","1","46","2","223","0","COUNTY TRANSFER - OUT","98","96","1","0","1","31","3","230"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","0","1","0","CRIMINAL CONVICTION","2","0","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","7","5","0","0","0","2","0","14"
"FROM ANOTHER BOARD","4","1","0","0","0","3","0","8","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","11","4","0","1","0","1","0","17","0","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","0","1"
"IN PERSON","15","17","0","0","0","9","0","41","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","134","139","2","0","1","128","2","406","7","MOVED OUT OF STATE","26","38","0","0","0","17","0","81"
"NVRA BY MAIL","17","29","0","0","0","12","1","59","0","OTHER","2","1","0","0","0","2","0","5"
"OTHER MEANS","0","1","0","0","1","0","1","3","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","1","0","0","0","0","0","1","0","","","","","","","","",""
"VOLUNTEER","6","9","0","0","2","15","1","33","0","","","","","","","","",""
"TOTAL","275","306","2","1","5","217","7","813","7","TOTAL","136","140","1","0","1","52","3","333"
