"Dorchester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","6","1","0","0","0","0","0","7","17","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","41","36","0","0","0","8","0","85","34","COUNTY TRANSFER - OUT","83","67","0","0","0","1","0","151"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","1","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","6","0","0","0","0","0","0","6"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","1","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","1","2","0","0","0","1","0","4","7","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","3","7","0","0","0","1","0","11","24","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","20","8","0","0","0","9","0","37","6","MOVED OUT OF STATE","8","5","0","0","0","0","0","13"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","0","5","0","0","0","0","0","5","2","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","1","1","0","0","0","1","0","3","0","","","","","","","","",""
"TOTAL","72","60","0","0","0","20","0","152","91","TOTAL","98","73","0","0","0","1","0","172"
