"Caroline","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","1","0","0","0","0","0","2","1","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","41","35","0","0","0","14","0","90","4","COUNTY TRANSFER - OUT","83","82","0","0","0","7","0","172"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","4","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","4","6","0","0","0","0","0","10"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","1","0","DUPLICATE","1","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","2","12","0","0","1","2","0","17","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","10","17","0","0","0","8","0","35","5","MOVED OUT OF STATE","2","0","0","0","1","0","0","3"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","1","0","0","0","1","0","3","0","","","","","","","","",""
"VOLUNTEER","0","2","0","0","0","1","0","3","0","","","","","","","","",""
"TOTAL","55","69","0","0","1","26","0","151","10","TOTAL","90","88","0","0","1","11","0","190"
