"Queen Anne's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","3","0","0","0","1","0","6","0","BOARD ACTION","0","0","0","0","0","1","0","1"
"BY MAIL","35","35","0","0","0","14","0","84","0","COUNTY TRANSFER - OUT","110","126","0","0","0","16","2","254"
"DESIGNATED STATE AGENCIES","8","3","0","0","0","2","0","13","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","4","1","0","0","0","0","0","5"
"FROM ANOTHER BOARD","0","0","0","0","0","1","0","1","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","1","5","0","0","0","1","0","7","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","20","32","0","1","0","20","0","73","0","MOVED OUT OF STATE","2","3","0","0","0","1","0","6"
"NVRA BY MAIL","13","18","0","0","0","20","0","51","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","0","4","0","0","0","0","0","4","1","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","3","0","0","0","1","0","6"
"SOCIAL SERVICES","1","0","0","0","0","1","0","2","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","80","100","0","1","0","60","0","241","1","TOTAL","118","133","0","0","0","19","2","272"
