"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","70","10","0","0","0","18","1","99","71","BOARD ACTION","8","2","0","0","0","1","0","11"
"BY MAIL","771","173","6","0","4","241","7","1,202","186","COUNTY TRANSFER - OUT","722","123","2","0","5","148","9","1,009"
"DESIGNATED STATE AGENCIES","2","1","0","0","0","0","0","3","0","CRIMINAL CONVICTION","61","3","0","0","1","19","1","85"
"ELDERLY / DISABLED","2","0","0","0","0","1","0","3","4","DEATH NOTICE","74","6","0","0","0","1","0","81"
"FROM ANOTHER BOARD","3","0","0","0","0","2","1","6","4","DUPLICATE","2","0","0","0","0","0","0","2"
"PROVISIONAL BALLOT","52","1","0","0","0","4","0","57","68","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","13","8","0","0","0","3","0","24","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","830","162","8","0","7","303","10","1,320","127","MOVED OUT OF STATE","97","19","3","0","2","27","0","148"
"NVRA BY MAIL","25","6","0","0","0","12","0","43","4","OTHER","2","1","0","0","0","1","0","4"
"OTHER MEANS","92","7","1","0","0","11","2","113","213","VOTER REQUEST","12","3","0","0","0","1","0","16"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","0","0","0","0","2","0","4"
"SOCIAL SERVICES","4","1","0","0","1","4","0","10","0","","","","","","","","",""
"VOLUNTEER","82","9","0","0","0","10","0","101","0","","","","","","","","",""
"TOTAL","1,946","378","15","0","12","609","21","2,981","679","TOTAL","980","157","5","0","8","200","10","1,360"
