"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","4","1","0","0","0","1","0","6","2","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","57","27","0","0","0","33","1","118","22","COUNTY TRANSFER - OUT","123","48","0","0","1","28","0","200"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","5","0","0","0","0","0","0","5"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","6","0","0","0","0","0","0","6"
"FROM ANOTHER BOARD","4","0","0","0","0","1","0","5","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","18","1","0","0","0","0","0","19","13","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","14","12","0","0","0","5","0","31","5","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","106","23","0","0","0","34","0","163","25","MOVED OUT OF STATE","8","17","0","0","0","14","0","39"
"NVRA BY MAIL","1","2","0","0","0","3","0","6","2","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","5","2","0","0","0","0","0","7","4","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","6","1","0","0","0","2","0","9","1","","","","","","","","",""
"VOLUNTEER","1","1","0","0","0","0","0","2","0","","","","","","","","",""
"TOTAL","217","70","0","0","0","79","1","367","74","TOTAL","142","65","0","0","1","42","0","250"
