"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","AmE","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","AmE","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","265","91","0","1","2","96","14","469","428","BOARD ACTION","2","1","0","0","0","4","0","7"
"BY MAIL","6239","1454","3","15","26","2235","139","10,111","2,150","CONFIRMATION MAIL","13","7","0","0","0","6","0","26"
"DESIGNATED STATE AGENCIES","111","22","0","2","0","36","3","174","5","COUNTY TRANSFER - OUT","9,278","2,437","0","61","76","2,763","129","14,744"
"ELDERLY / DISABLED","15","6","0","0","1","6","0","28","116","CRIMINAL CONVICTION","56","14","0","0","0","11","1","82"
"FROM ANOTHER BOARD","82","26","0","0","1","15","6","130","57","DEATH NOTICE","1,788","829","0","1","4","289","20","2,931"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","1","3","DUPLICATE","313","57","0","1","0","56","8","435"
"IN PERSON","432","182","0","2","3","119","7","745","31","MAIL VERIFICATION (NVRA)","6","1","0","0","0","0","0","7"
"MOTOR VEHICLE ADMINISTRATION","13408","4075","9","53","103","5868","60","23,576","25,405","MENTAL INCOMPETENCY","0","1","0","0","0","2","0","3"
"NVRA BY MAIL","596","276","2","5","9","286","5","1,179","114","MOVED OUT OF STATE","816","394","0","8","7","289","15","1,529"
"ONLINE REGISTRATION","9926","2786","7","36","115","3941","145","16,956","892","OTHER","131","39","0","0","3","88","1","262"
"OTHER MEANS","567","155","0","1","2","166","10","901","2,028","VOTER REQUEST","12","6","0","1","0","5","0","24"
"RECRUITING","7","2","0","0","0","4","0","13","0","","","","","","","","",""
"SOCIAL SERVICES","423","35","0","1","0","123","2","584","316","","","","","","","","",""
"VOLUNTEER","1114","126","1","1","2","353","2","1,599","0","","","","","","","","",""
"TOTAL","33,186","9,236","22","117","264","13,248","393","56,466","31,545","TOTAL","12,415","3,786","0","72","90","3,513","174","20,050"
