"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","8","0","0","0","0","0","0","0","8","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","131","29","0","0","0","0","54","4","218","0","COUNTY TRANSFER - OUT","504","121","3","0","2","1","75","55","761"
"DESIGNATED STATE AGENCIES","37","2","0","0","0","0","16","0","55","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","3","0","0","0","1","0","0","0","4"
"FROM ANOTHER BOARD","229","44","3","0","0","0","82","1","359","0","DUPLICATE","28","3","0","0","0","0","2","0","33"
"PROVISIONAL BALLOT","29","2","0","0","1","0","10","1","43","2","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","20","5","0","0","0","0","8","0","33","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","238","30","0","0","2","0","61","0","331","0","MOVED OUT OF STATE","0","1","0","0","0","0","0","1","2"
"NVRA BY MAIL","3","0","0","0","0","0","1","0","4","0","OTHER","45","2","0","0","0","0","11","0","58"
"OTHER MEANS","37","8","0","0","0","0","4","2","51","0","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","3","0","0","0","0","0","2","0","5","0","","","","","","","","","",""
"TOTAL","735","120","3","0","3","0","238","8","1,107","2","TOTAL","581","127","3","0","3","1","88","56","859"
