"Allegany","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","10","6","1","0","1","0","8","0","26","0","COUNTY TRANSFER - OUT","19","11","0","0","1","0","6","0","37"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","7","7","0","0","0","0","0","0","14"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","1","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","42","44","1","0","1","0","34","2","124","10","MOVED OUT OF STATE","14","20","0","0","0","0","9","0","43"
"NVRA BY MAIL","2","1","0","0","0","0","0","0","3","0","OTHER","1","2","0","0","0","0","0","0","3"
"OTHER MEANS","1","1","0","0","0","0","0","0","2","0","VOTER REQUEST","0","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","5","8","0","0","0","0","1","0","14"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","56","53","2","0","2","0","43","2","158","10","TOTAL","46","49","0","0","1","0","16","0","112"
