"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","3","BOARD ACTION","0","1","0","0","0","0","3","0","4"
"BY MAIL","33","15","0","0","0","0","14","2","64","3","COUNTY TRANSFER - OUT","45","36","1","0","1","0","19","2","104"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","11","3","0","0","0","0","4","1","19"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","1","DEATH NOTICE","28","19","0","0","0","0","3","0","50"
"FROM ANOTHER BOARD","6","1","0","0","0","0","3","0","10","0","DUPLICATE","10","3","0","0","0","0","3","0","16"
"PROVISIONAL BALLOT","2","1","0","0","0","0","0","0","3","8","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","3","0","0","0","0","0","1","0","4","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","157","49","0","0","3","0","67","6","282","59","MOVED OUT OF STATE","25","31","0","0","0","0","12","0","68"
"NVRA BY MAIL","13","3","0","0","0","0","3","0","19","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","11","4","0","0","0","0","0","0","15","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","8","3","0","0","0","0","1","1","13"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","3","1","0","0","0","0","2","0","6","0","","","","","","","","","",""
"TOTAL","228","74","0","0","3","0","90","8","403","78","TOTAL","127","96","1","0","1","0","45","4","274"
