"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","3","0","0","0","0","3","0","9","5","BOARD ACTION","2","0","0","0","0","0","0","0","2"
"BY MAIL","224","110","5","0","1","0","84","10","434","39","COUNTY TRANSFER-OUT","478","260","9","0","1","0","155","9","912"
"DESIGNATED STATE AGENCIES","2","2","0","0","0","0","1","0","5","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","15","DEATH NOTICE","36","18","0","0","0","0","1","1","56"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","1","DUPLICATE","34","14","0","0","0","0","8","0","56"
"PROVISIONAL BALLOT","35","12","0","0","0","0","8","1","56","17","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","18","10","0","0","0","0","6","0","34","8","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","673","303","7","1","18","0","365","14","1,381","14","MOVED OUT OF STATE","51","28","0","0","0","0","11","1","91"
"NVRA BY MAIL","42","14","1","0","1","0","11","2","71","0","OTHER","2","0","0","0","0","0","0","1","3"
"OTHER MEANS","21","12","1","0","0","0","7","3","44","397","VOTER REQUEST","1","1","0","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","3","2","0","0","0","0","0","0","5"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","1,018","466","14","1","20","0","485","30","2,034","496","TOTAL","607","323","9","0","1","0","175","12","1,127"
