"Talbot","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","0","1","1","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","16","15","0","0","0","0","16","2","49","3","COUNTY TRANSFER - OUT","9","4","0","0","0","0","10","1","24"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","2","0","0","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","2","2","0","0","0","0","1","0","5"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","1","1","0","0","0","0","0","1","3"
"PROVISIONAL BALLOT","15","16","0","0","0","0","3","1","35","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","1","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","18","19","1","0","1","0","17","1","57","18","MOVED OUT OF STATE","0","4","0","0","0","0","1","0","5"
"NVRA BY MAIL","0","2","0","0","0","0","0","0","2","0","OTHER","0","1","0","0","0","0","0","0","1"
"OTHER MEANS","3","5","0","0","0","0","3","0","11","9","VOTER REQUEST","0","4","0","0","0","0","0","0","4"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","3","1","0","0","0","0","0","0","4"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","53","58","1","0","1","0","39","4","156","32","TOTAL","17","17","0","0","0","0","12","2","48"
