"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","25","21","0","0","1","0","15","2","64","6","COUNTY TRANSFER - OUT","13","13","0","0","0","0","8","0","34"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","2","0","2","2","CRIMINAL CONVICTION","4","2","0","0","0","0","3","1","10"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","23","8","0","0","0","0","2","0","33"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","6","4","0","0","0","0","4","0","14"
"PROVISIONAL BALLOT","0","1","0","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","1","0","0","0","0","1","0","2","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","53","56","0","0","1","0","32","1","143","44","MOVED OUT OF STATE","1","4","0","0","0","0","0","0","5"
"NVRA BY MAIL","2","2","0","0","0","0","2","0","6","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","5","4","0","0","0","0","4","0","13","2","VOTER REQUEST","1","1","0","0","0","0","1","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","23","18","0","0","0","1","12","0","54"
"SOCIAL SERVICES","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","87","85","0","0","2","0","56","3","233","55","TOTAL","71","50","0","0","0","1","30","1","153"
