"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","2","0","0","0","0","0","0","3","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","28","28","0","0","0","0","18","0","74","0","COUNTY TRANSFER - OUT","63","117","1","0","0","0","45","0","226"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","37","28","0","0","0","0","3","0","68"
"FROM ANOTHER BOARD","0","2","0","0","0","0","0","0","2","0","DUPLICATE","1","1","0","0","0","0","2","0","4"
"PROVISIONAL BALLOT","4","5","0","0","0","0","2","0","11","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","6","9","0","0","0","0","7","0","22","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","80","108","3","0","2","0","76","0","269","0","MOVED OUT OF STATE","7","15","0","0","0","0","6","0","28"
"NVRA BY MAIL","3","3","0","0","0","0","1","0","7","0","OTHER","0","2","0","0","0","0","2","0","4"
"OTHER MEANS","0","3","0","0","0","0","1","0","4","0","VOTER REQUEST","0","1","0","0","0","0","1","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","96","182","2","0","2","0","62","1","345"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","122","161","3","0","2","0","105","0","393","0","TOTAL","204","346","3","0","2","0","121","1","677"
