"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","258","185","3","0","2","0","167","2","617","0","COUNTY TRANSFER - OUT","190","143","3","0","1","0","93","0","430"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","10","7","0","0","0","0","5","0","22"
"FROM ANOTHER BOARD","0","0","0","0","0","0","1","0","1","0","DUPLICATE","16","11","0","0","0","0","11","0","38"
"PROVISIONAL BALLOT","11","4","0","0","0","0","1","0","16","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","3","0","0","0","0","0","4","0","7","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","376","293","5","1","6","1","297","1","980","0","MOVED OUT OF STATE","65","83","1","0","0","0","33","0","182"
"NVRA BY MAIL","8","2","1","0","0","0","2","0","13","0","OTHER","1","2","0","0","0","0","1","0","4"
"OTHER MEANS","10","1","0","0","0","0","3","0","14","0","VOTER REQUEST","17","13","0","0","0","0","3","0","33"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","1","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","666","486","9","1","8","1","475","3","1,649","0","TOTAL","300","259","4","0","1","0","146","0","710"
