"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","26","15","0","0","0","0","5","1","47","20","BOARD ACTION","9","2","0","0","0","0","5","0","16"
"BY MAIL","1,442","903","17","1","20","0","773","42","3,198","140","COUNTY TRANSFER - OUT","2,782","1,673","37","0","13","1","1,098","92","5,696"
"DESIGNATED STATE AGENCIES","56","8","0","0","1","0","26","0","91","6","CRIMINAL CONVICTION","19","11","0","0","1","0","10","2","43"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","18","DEATH NOTICE","325","189","0","0","1","0","57","4","576"
"FROM ANOTHER BOARD","314","91","3","0","2","0","115","2","527","16","DUPLICATE","127","67","0","0","0","0","44","1","239"
"PROVISIONAL BALLOT","597","334","4","1","5","2","194","13","1,150","1,197","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","120","81","0","0","1","0","58","1","261","33","MENTAL INCOMPETENCY","1","0","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","3,108","1,868","37","4","67","2","1,906","72","7,064","438","MOVED OUT OF STATE","440","448","3","0","2","0","202","9","1,104"
"NVRA BY MAIL","287","88","9","0","2","1","90","6","483","1","OTHER","82","22","0","0","0","0","61","2","167"
"OTHER MEANS","186","82","9","0","0","0","61","9","347","650","VOTER REQUEST","37","32","1","0","0","0","13","0","83"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","735","626","4","0","3","1","263","4","1,636"
"SOCIAL SERVICES","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","28","9","0","0","0","0","12","0","49","0","","","","","","","","","",""
"TOTAL","6,165","3,479","79","6","98","5","3,240","146","13,218","2,519","TOTAL","4,557","3,070","45","0","20","2","1,753","114","9,561"
