"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CONST","LIB","POP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","5","1","0","0","0","0","0","0","6","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","48","46","1","0","2","0","14","2","113","0","COUNTY TRANSFER - OUT","111","100","3","0","1","0","52","1","268"
"DESIGNATED STATE AGENCIES","2","1","0","0","0","0","0","0","3","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","0","0","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","5","9","0","0","0","0","2","1","17","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","4","1","0","0","0","0","1","0","6","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","194","188","2","0","3","0","123","4","514","0","MOVED OUT OF STATE","0","0","0","0","0","0","0","0","0"
"NVRA BY MAIL","26","15","1","0","0","0","11","0","53","0","OTHER","2","0","0","0","0","0","1","0","3"
"OTHER MEANS","1","0","1","0","0","0","1","0","3","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","8","4","0","0","1","0","8","0","21"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","285","262","5","0","5","0","152","7","716","0","TOTAL","121","104","3","0","2","0","61","1","292"
