"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","8","4","0","0","3","0","15","11","BOARD ACTION","1","0","0","0","0","0","1"
"BY MAIL","408","163","0","4","160","16","751","228","CONFIRMATION MAIL","4","2","0","0","2","0","8"
"DESIGNATED STATE AGENCIES","19","13","0","0","16","0","48","6","COUNTY TRANSFER - OUT","4,254","1,524","18","63","1,586","50","7,495"
"ELDERLY / DISABLED","2","0","0","0","0","0","2","2","CRIMINAL CONVICTION","94","21","2","0","33","2","152"
"FROM ANOTHER BOARD","24","11","0","0","6","4","45","49","DEATH NOTICE","2,508","898","4","4","307","26","3,747"
"PROVISIONAL BALLOT","8","4","0","0","11","0","23","64","DUPLICATE","20","10","0","0","6","1","37"
"IN PERSON","30","12","0","1","15","1","59","16","MAIL VERIFICATION (NVRA)","515","179","4","6","182","14","900"
"MOTOR VEHICLE ADMINISTRATION","8864","4027","63","184","4969","108","18,215","1,625","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"NVRA BY MAIL","49","49","0","0","57","2","157","23","MOVED OUT OF STATE","544","388","5","13","307","15","1,272"
"ONLINE REGISTRATION","732","355","3","18","255","5","1,368","50","OTHER","26","10","0","0","21","2","59"
"OTHER MEANS","987","245","4","7","354","14","1,611","206","VOTER REQUEST","5","3","0","0","6","1","15"
"RECRUITING","0","0","0","0","0","0","0","4","","","","","","","","0"
"SOCIAL SERVICES","26","7","0","1","21","0","55","23","","","","","","","",""
"VOLUNTEER","298","33","1","2","67","6","407","0","","","","","","","",""
"TOTAL","11,455","4,923","71","217","5,934","156","22,756","2,307","TOTAL","7,971","3,035","33","86","2,450","111","13,686"
