"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","0","1","1","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","49","41","1","0","1","0","23","0","115","60","COUNTY TRANSFER - OUT","40","45","1","0","0","1","41","0","128"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","1","0","2","1","CRIMINAL CONVICTION","1","0","0","0","0","0","2","0","3"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","0","1","0","DEATH NOTICE","76","79","0","0","0","0","12","0","167"
"FROM ANOTHER BOARD","4","1","0","0","0","0","0","1","6","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","1","1","0","0","0","0","0","0","2","54","MAIL VERIFICATION (NVRA)","19","17","0","0","0","0","12","0","48"
"IN PERSON","7","3","0","0","0","0","5","0","15","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","97","78","0","0","22","0","77","0","274","76","MOVED OUT OF STATE","39","36","1","0","0","0","27","0","103"
"NVRA BY MAIL","1","5","0","0","0","0","3","0","9","0","OTHER","3","3","0","0","2","0","2","0","10"
"OTHER MEANS","3","3","0","0","0","0","2","0","8","3","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","1","0","0","0","0","1","0","3","0","","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","167","133","1","0","23","0","112","1","437","197","TOTAL","179","180","2","0","2","1","96","0","460"
