"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","16","10","0","0","0","0","4","0","30","0","COUNTY TRANSFER - OUT","50","56","0","0","0","0","35","2","143"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","42","35","0","0","0","0","10","0","87"
"FROM ANOTHER BOARD","6","4","0","0","0","0","3","0","13","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","1","0","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","50","35","0","0","3","3","50","0","141","3","MOVED OUT OF STATE","53","46","1","0","0","1","15","1","117"
"NVRA BY MAIL","1","0","0","0","0","0","1","0","2","2","OTHER","3","1","0","0","0","0","1","0","5"
"OTHER MEANS","1","1","0","0","0","0","1","0","3","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","441","557","8","0","3","5","245","745","2,004"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","75","51","0","0","3","3","59","0","191","5","TOTAL","589","695","9","0","3","6","306","748","2,356"
