"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","30","29","0","0","2","0","22","0","83","4","COUNTY TRANSFER - OUT","12","10","0","0","0","0","9","1","32"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","3","0","0","0","0","0","0","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","40","29","0","0","0","0","8","0","77"
"FROM ANOTHER BOARD","4","0","0","0","0","0","0","0","4","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","11","MAIL VERIFICATION (NVRA)","0","1","0","0","0","0","1","0","2"
"IN PERSON","9","13","0","0","0","0","8","0","30","52","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","56","47","1","0","1","5","42","1","153","28","MOVED OUT OF STATE","13","32","0","0","0","1","14","0","60"
"NVRA BY MAIL","1","2","0","0","1","0","0","0","4","0","OTHER","3","1","0","0","0","0","3","0","7"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","100","91","1","0","4","5","72","1","274","95","TOTAL","71","73","0","0","0","1","35","1","181"
