"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","16","4","0","0","1","0","9","0","30","152","BOARD ACTION","14","2","0","0","0","0","3","0","19"
"BY MAIL","1,685","703","12","0","41","15","639","23","3,118","346","COUNTY TRANSFER - OUT","3,095","1,288","20","1","13","16","1,027","70","5,530"
"DESIGNATED STATE AGENCIES","114","13","0","0","2","0","34","1","164","2","CRIMINAL CONVICTION","112","30","2","0","1","0","47","0","192"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","0","1","10","DEATH NOTICE","2,215","837","0","0","1","3","163","29","3,248"
"FROM ANOTHER BOARD","1,183","222","5","0","19","4","368","17","1,818","112","DUPLICATE","53","13","0","0","0","1","21","4","92"
"PROVISIONAL BALLOT","19","8","0","0","0","0","2","0","29","140","MAIL VERIFICATION (NVRA)","6,399","3,053","51","0","12","39","2,301","170","12,025"
"IN PERSON","94","36","0","0","3","0","37","3","173","66","MENTAL INCOMPETENCY","6","2","1","0","0","0","1","0","10"
"MOTOR VEHICLE ADMINISTRATION","4,229","1,589","19","5","379","47","2,103","35","8,406","1,638","MOVED OUT OF STATE","2,011","1,258","20","0","16","21","786","60","4,172"
"NVRA BY MAIL","61","34","0","0","1","0","26","0","122","8","OTHER","145","44","1","0","4","0","67","2","263"
"OTHER MEANS","342","54","1","1","1","0","75","4","478","741","VOTER REQUEST","7","3","0","0","0","0","2","0","12"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","5,301","4,688","48","0","16","39","2,487","1,705","14,284"
"SOCIAL SERVICES","6","2","0","0","1","0","4","0","13","1","","","","","","","","","",""
"VOLUNTEER","28","9","0","0","0","1","11","0","49","3","","","","","","","","","",""
"TOTAL","7,778","2,674","37","6","448","67","3,308","83","14,401","3,219","TOTAL","19,358","11,218","143","1","63","119","6,905","2,040","39,847"
