"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","9","2","0","0","1","0","7","0","19","147","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","146","62","1","0","10","1","91","2","313","73","COUNTY TRANSFER - OUT","571","201","4","0","6","4","232","4","1,022"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","5","1","0","0","0","0","1","0","7"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","9","DEATH NOTICE","18","18","0","0","0","0","5","0","41"
"FROM ANOTHER BOARD","7","6","0","0","0","0","4","0","17","7","DUPLICATE","1","2","0","0","0","0","2","0","5"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","71","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","32","6","0","0","1","0","10","3","52","5","MENTAL INCOMPETENCY","1","0","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","824","271","5","0","80","13","521","5","1,719","478","MOVED OUT OF STATE","459","194","6","0","8","4","196","7","874"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","17","5","0","0","0","0","8","0","30"
"OTHER MEANS","17","2","0","0","0","0","6","0","25","416","VOTER REQUEST","0","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","168","47","0","0","1","1","55","3","275"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","1","","","","","","","","","",""
"TOTAL","1,035","350","6","0","92","14","639","10","2,146","1,207","TOTAL","1,240","469","10","0","15","9","499","14","2,256"
