"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","166","98","1","0","6","0","87","1","359","11","COUNTY TRANSFER - OUT","160","88","1","0","2","0","56","0","307"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","7","2","1","0","0","0","5","0","15"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","259","147","0","0","0","2","35","0","443"
"FROM ANOTHER BOARD","3","1","0","0","2","0","1","0","7","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","1","1","0","0","0","0","0","0","2","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","3","4","0","0","1","0","3","0","11","1","MENTAL INCOMPETENCY","0","0","1","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","413","267","2","0","31","4","315","3","1,035","155","MOVED OUT OF STATE","200","204","1","0","2","6","121","0","534"
"NVRA BY MAIL","3","5","0","0","0","0","1","0","9","0","OTHER","8","4","1","0","0","0","7","0","20"
"OTHER MEANS","4","1","0","0","0","0","3","0","8","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","110","58","1","0","2","1","26","0","198"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","594","378","3","0","40","4","410","4","1,433","168","TOTAL","744","503","6","0","6","9","250","0","1,518"
