"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","0","1","0","BOARD ACTION","1","0","0","0","0","0","0","0","1"
"BY MAIL","146","81","2","0","1","0","66","0","296","57","COUNTY TRANSFER - OUT","161","91","1","0","0","2","67","5","327"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","43","22","0","0","1","0","4","0","70"
"FROM ANOTHER BOARD","1","3","0","0","0","0","0","0","4","4","DUPLICATE","3","1","0","0","0","0","2","0","6"
"PROVISIONAL BALLOT","0","1","0","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","547","320","4","0","6","4","261","8","1,150"
"IN PERSON","5","2","0","0","1","0","3","0","11","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","134","54","0","2","20","3","84","7","304","12","MOVED OUT OF STATE","136","99","2","0","1","1","62","5","306"
"NVRA BY MAIL","4","0","0","0","0","0","0","0","4","0","OTHER","5","1","0","0","0","0","3","0","9"
"OTHER MEANS","31","8","0","0","0","0","12","0","51","36","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","149","96","1","0","1","1","76","899","1,223"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","1","","","","","","","","","",""
"TOTAL","322","149","2","2","22","3","165","7","672","112","TOTAL","1,045","630","8","0","9","8","475","917","3,092"
