"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","0","1","0","BOARD ACTION","5","0","0","0","0","0","1","0","6"
"BY MAIL","35","16","1","0","1","0","15","0","68","11","COUNTY TRANSFER - OUT","13","8","0","0","0","0","6","0","27"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","5","0","0","0","0","0","1","0","6"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","0","1","16","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","3","1","0","0","0","0","1","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","59","33","0","0","8","0","24","0","124","45","MOVED OUT OF STATE","27","21","0","0","0","1","12","1","62"
"NVRA BY MAIL","1","1","0","0","0","0","0","0","2","1","OTHER","5","5","0","0","0","0","4","1","15"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","4","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","18","11","0","0","1","0","5","0","35"
"SOCIAL SERVICES","0","0","0","0","0","0","1","0","1","0","","","","","","","","","",""
"VOLUNTEER","3","0","0","0","0","1","1","0","5","0","","","","","","","","","",""
"TOTAL","104","51","1","0","9","1","42","0","208","77","TOTAL","74","45","0","0","1","1","29","2","152"
