"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","1","BOARD ACTION","4","1","0","0","0","1","0","6"
"BY MAIL","970","181","6","0","10","271","13","1,451","166","COUNTY TRANSFER - OUT","442","85","1","0","3","99","1","631"
"DESIGNATED STATE AGENCIES","12","2","0","0","0","1","0","15","2","CRIMINAL CONVICTION","2","0","0","0","0","1","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","1,010","98","3","0","0","42","0","1,153"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","2","DUPLICATE","30","3","0","0","0","3","0","36"
"PROVISIONAL BALLOT","4","0","0","0","0","0","0","4","21","MAIL VERIFICATION (NVRA)","311","61","3","0","1","66","3","445"
"IN PERSON","43","5","0","0","0","6","0","54","27","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","868","152","10","0","9","289","6","1,334","290","MOVED OUT OF STATE","219","44","1","0","2","68","0","334"
"NVRA BY MAIL","10","1","0","0","1","2","1","15","0","OTHER","3","0","0","0","0","2","0","5"
"OTHER MEANS","22","7","0","0","0","2","0","31","78","VOTER REQUEST","0","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","114","10","1","0","0","25","4","154"
"SOCIAL SERVICES","15","0","0","1","0","3","0","19","7","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","1,944","348","16","1","20","574","20","2,923","594","TOTAL","2,135","302","9","0","6","308","8","2,768"
