"Somerset","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","5","5","1","0","0","6","0","17","0","COUNTY TRANSFER - OUT","11","7","0","0","0","3","1","22"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","6","3","0","0","0","1","0","10"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","2","1","0","0","0","0","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","3","0","0","0","0","0","0","3"
"IN PERSON","0","1","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","11","11","0","0","1","11","0","34","0","MOVED OUT OF STATE","2","1","0","0","0","2","0","5"
"NVRA BY MAIL","0","1","0","0","0","1","0","2","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","17","18","1","0","1","18","0","55","0","TOTAL","24","12","0","0","0","6","1","43"
