"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","3","2","0","0","0","0","0","5"
"BY MAIL","44","26","0","0","1","18","0","89","3","COUNTY TRANSFER - OUT","34","28","0","0","0","20","0","82"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","0","2","0","CRIMINAL CONVICTION","1","1","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","1","0","0","0","0","0","1","0","DEATH NOTICE","50","32","0","0","0","11","1","94"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","7","5","0","0","0","2","1","15"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","91","133","0","0","4","98","1","327","39","MOVED OUT OF STATE","19","33","1","0","0","11","3","67"
"NVRA BY MAIL","5","7","0","0","0","2","0","14","1","OTHER","2","1","0","0","0","0","0","3"
"OTHER MEANS","2","0","0","0","0","0","0","2","1","VOTER REQUEST","0","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","143","168","0","0","5","118","1","435","47","TOTAL","116","102","1","0","0","45","5","269"
